,Wavelength,Activity,Detection,Correlation
0,3,0.7064241058263016,True,0.6171418384405466
1,8,0.7848974594564075,True,0.7529775401388641
2,13,0.43746153534657467,True,0.48052404260159615
3,18,0.2544621344495925,True,0.3783800600336638
4,23,0.16358393796673704,True,0.3942644467644354
5,28,0.1129176343091316,True,0.3454143746797463
6,33,0.08215129270363775,True,0.22112650478626675
7,38,0.06247333423636007,True,0.18604137066251406
8,43,0.04955548771718041,True,0.5084727451850649
9,48,0.03972631358633957,True,0.19016933169779207
10,53,0.03269547317205448,True,0.1615536375156334
11,58,0.027547201665611948,True,0.23525296982729207
12,63,0.023293586567906567,True,0.31097042259644103
13,68,0.01988321641968379,True,0.10790035575924507
14,73,0.017496358498978733,True,0.6991136327894438
15,78,0.015170172465291334,True,0.10998695765344203
16,83,0.013457989378250787,True,0.19490901380993295
17,88,0.012119608055094783,True,0.15948451261880117
18,93,0.010662433203182421,False,0.08366219868366476
19,98,0.009638530383443263,True,0.10176115583364244
20,103,0.00888863545052017,True,0.5236134731145373
21,108,0.00806454740992841,True,0.10206005943262814
22,113,0.0072451185280575986,False,0.08213551087960196
23,118,0.006614993962507927,False,0.08663378585049193
24,123,0.006172064952556298,True,0.14475313629910216
25,128,0.005791941575372364,True,0.7918324237436973
26,133,0.005389373433667037,True,0.13142141414020989
27,138,0.004962948860496407,False,0.08179720197714041
28,143,0.0045557766787562475,False,0.07727980946413254
29,148,0.004208789605160231,False,0.07488518917313458
30,153,0.0039363378674461625,False,0.07584239562554877
31,158,0.003725973697065668,False,0.08021119032246687
32,163,0.0035523652961206597,False,0.09100509368818266
33,168,0.0033917793695439065,True,0.2398357561756276
34,173,0.0032294614768212824,True,0.2881585695847548
35,178,0.0030602505259613626,True,0.10877384786522981
36,183,0.0028859083911159924,False,0.08593571313357494
37,188,0.002711864567733429,False,0.08083453902726383
38,193,0.0025445639433305882,False,0.078262724514645
39,198,0.0023896851439936325,False,0.07687475491078248
40,203,0.0022511455817825297,False,0.07613243919021834
41,208,0.002130736172041864,False,0.07581439036656014
42,213,0.0020282340518885016,False,0.07591300506259707
43,218,0.001941840853767507,False,0.07640241892161118
44,223,0.0018687816166695096,False,0.0773327108557345
45,228,0.0018059045934864409,False,0.07885499485913673
46,233,0.0017501636416046038,False,0.08125918536994486
47,238,0.0016989297210302675,False,0.08515230423375031
48,243,0.0016501372503567723,True,0.11012402706984262
49,248,0.0016023052385077698,True,0.17136312045283425
50,253,0.0015544813830007395,True,0.40382443344720503
51,258,0.0015061497204589623,True,0.5272510699933614
52,263,0.0014571294855785268,True,0.1857964580539062
53,268,0.0014074809354207587,True,0.10972538625538056
54,273,0.0013574253160437352,False,0.08205744927676414
55,278,0.0013072808755699532,False,0.07763706314729733
56,283,0.001257414024319077,False,0.07487517604892106
57,288,0.0012082035169542005,False,0.07299184522664297
58,293,0.0011600152041825883,False,0.07180207649162855
59,298,0.0011131850298035865,False,0.07088306575567208
60,303,0.0010680082723292556,False,0.07016822566852349
61,308,0.0010247334079747925,False,0.06961199504792223
62,313,0.0009835593335901568,False,0.06920148359271476
63,318,0.00094463500345012,False,0.06920148359271441
64,323,0.000908060792358396,False,0.06920148359271394
65,328,0.0008738910986087659,False,0.06920148359271391
66,333,0.0008421378477871382,False,0.0692014835927143
67,338,0.0008127746582175598,False,0.06920148359271386
68,343,0.0007857414886044516,False,0.06920148359271396
69,348,0.0007609496170336619,False,0.06920148359271408
70,353,0.000738286808000289,False,0.06920148359271384
71,358,0.0007176225209313202,False,0.06920148359271418
72,363,0.0006988130093470596,False,0.06920148359271427
73,368,0.0006817061617976369,False,0.06920148359271466
74,373,0.0006661459482932955,False,0.06920148359271436
75,378,0.0006519763598788163,False,0.06920148359271394
76,383,0.0006390447619874126,False,0.0692014835927143
77,388,0.0006272046199723292,False,0.06920148359271443
78,393,0.0006163175928683101,False,0.06920148359271398
79,398,0.0006062550246626389,False,0.06920148359271419
80,403,0.000596898888209042,False,0.06920148359271418
81,408,0.0005881422540744713,False,0.06924674542604892
82,413,0.0005798893652083398,False,0.06944656962203934
83,418,0.0005720553995603968,False,0.06967008578877093
84,423,0.0005645659983946834,False,0.06989653126289037
85,428,0.000557356629939668,False,0.07018051974581557
86,433,0.0005503718478849438,False,0.0705131572856875
87,438,0.0005435644934623381,False,0.07088899106639344
88,443,0.0005368948794203074,False,0.07129882745925778
89,448,0.0005303299847416345,False,0.07176765490212873
90,453,0.0005238426807911657,False,0.07233717278964388
91,458,0.0005174110028216552,False,0.0729630110350614
92,463,0.0005110174753664578,False,0.07381511223002009
93,468,0.0005046484958815563,False,0.07498278389990116
94,473,0.0004982937778942965,False,0.07630252854917702
95,478,0.0004919458526888502,False,0.077943106626609
96,483,0.000485599627035891,False,0.08018723579504669
97,488,0.0004792519934992984,False,0.08332792109426766
98,493,0.00047290148929390484,False,0.08833676071640127
99,498,0.00046654799941396754,True,0.11711535984088901
100,503,0.0004601924997174806,True,0.17901598312643158
101,508,0.00045383683576539666,True,0.351535407623181
102,513,0.00044748353342771713,True,0.5766759706690292
103,518,0.0004411356375395568,True,0.26869969712691316
104,523,0.0004347965751925886,True,0.15960221502974115
105,528,0.0004284700405605807,True,0.11411322658688114
106,533,0.0004221598984670528,False,0.08964612383133178
107,538,0.0004158701042009853,False,0.0839549886932283
108,543,0.00040960463736628854,False,0.08092914874402295
109,548,0.000403367447808942,False,0.07872796330274064
110,553,0.00039716241190234004,False,0.0770559166200936
111,558,0.000390993297684492,False,0.07574331088179577
112,563,0.00038486373753257797,False,0.07468590715882921
113,568,0.000378777207230873,False,0.07381613364689256
