,Wavelength,Activity,Detection,Correlation
0,3,0.7719735841000903,True,0.6171418384405466
1,8,0.8631878411849556,True,0.7529775401388641
2,13,0.583174208491316,True,0.48052404260159615
3,18,0.35952758600919804,True,0.3783800600336638
4,23,0.2366479247273932,True,0.3942644467644354
5,28,0.16535211325973861,True,0.3454143746797463
6,33,0.12091580373402819,True,0.22112650478626675
7,38,0.09235757924245945,True,0.18604137066251406
8,43,0.07352058083761209,True,0.5084727451850649
9,48,0.05898877204478644,True,0.19016933169779207
10,53,0.04862544672941556,True,0.1615536375156334
11,58,0.04105114753668003,True,0.23525296982729207
12,63,0.03473929558825831,True,0.31097042259644103
13,68,0.02964188777145816,True,0.10790035575924507
14,73,0.02611542797423133,True,0.6991136327894438
15,78,0.022642000708568023,True,0.10998695765344203
16,83,0.02007064376640502,True,0.19490901380993295
17,88,0.018108263552015103,True,0.15948451261880117
18,93,0.015923090272309075,False,0.08366219868366476
19,98,0.014362467953677401,True,0.10176115583364244
20,103,0.013257052063168726,True,0.5236134731145373
21,108,0.012056767860233426,True,0.10206005943262814
22,113,0.010830266165447088,False,0.08213551087960196
23,118,0.009857664439496067,False,0.08663378585049193
24,123,0.009173797089295468,True,0.14475313629910216
25,128,0.008612318448870738,True,0.7918324237436973
26,133,0.008035259665253713,True,0.13142141414020989
27,138,0.007420169377411554,False,0.08179720197714041
28,143,0.006817611876963307,False,0.07727980946413254
29,148,0.006286749685666652,False,0.07488518917313458
30,153,0.005856869932561042,False,0.07584239562554877
31,158,0.005520619630721306,False,0.08021119032246687
32,163,0.005248346409243277,False,0.09100509368818266
33,168,0.0050071958421409836,True,0.2398357561756276
34,173,0.004773299491682207,True,0.2881585695847548
35,178,0.004535011431343657,True,0.10877384786522981
36,183,0.004290718856733485,False,0.08593571313357494
37,188,0.004044959302825636,False,0.08083453902726383
38,193,0.003804870442786418,False,0.078262724514645
39,198,0.0035776329711948245,False,0.07687475491078248
40,203,0.003368920334725051,False,0.07613243919021834
41,208,0.003182168755930872,False,0.07581439036656014
42,213,0.0030184604299027203,False,0.07591300506259707
43,218,0.002876831347582879,False,0.07640241892161118
44,223,0.0027548274380735844,False,0.0773327108557345
45,228,0.002649144283800614,False,0.07885499485913673
46,233,0.0025562144873619384,False,0.08125918536994486
47,238,0.0024726566144939663,False,0.08515230423375031
48,243,0.0023955562210004745,True,0.11012402706984262
49,248,0.0023225942194522674,True,0.17136312045283425
50,253,0.002252061354186272,True,0.40382443344720503
51,258,0.002182801889434734,True,0.5272510699933614
52,263,0.0021141225702807002,True,0.1857964580539062
53,268,0.00204569200811831,True,0.10972538625538056
54,273,0.001977445476915898,False,0.08205744927676414
55,278,0.0019095024972855283,False,0.07763706314729733
