,Wavelength,Activity,Detection,Correlation
0,3,0.8489810801654685,True,0.6171418384405464
1,8,0.3657490249027666,True,0.752977540138864
2,13,0.15464521060061012,True,0.48052404260159615
3,18,0.08330975766413115,True,0.3783800600336637
4,23,0.051891316138537695,True,0.3942644467644353
5,28,0.03531119113994094,True,0.3454143746797463
6,33,0.025387864144967295,True,0.2211265047862668
7,38,0.019215359584496064,True,0.1860413706625139
8,43,0.015253576538893997,True,0.5084727451850652
9,48,0.012092000794542717,True,0.1901693316977921
10,53,0.009932876738337666,True,0.16155363751563323
11,58,0.008463779863608911,True,0.23525296982729207
12,63,0.007323047204441494,True,0.3109704225964411
13,68,0.006023184802378235,True,0.10790035575924502
14,73,0.005554200207015381,True,0.6991136327894437
15,78,0.004582151569242057,True,0.10998695765344164
16,83,0.004321360561556205,True,0.19490901380993297
17,88,0.0038012405795802553,True,0.15948451261880106
18,93,0.0032258374671080958,False,0.08366219868366476
19,98,0.003125170967660609,True,0.10176115583364244
20,103,0.002941574917881736,True,0.5236134731145371
21,108,0.002519705075825415,True,0.10206005943262816
22,113,0.002184346680717799,False,0.08213551087960196
23,118,0.0021056444770308864,False,0.08663378585049193
24,123,0.0021080194856176316,True,0.14475313629910214
25,128,0.0020162187846894386,True,0.7918324237436973
26,133,0.0018120729530372037,True,0.1314214141402099
27,138,0.0015686249159710057,False,0.08179720197714042
28,143,0.0013762254192814362,False,0.07727980946413254
29,148,0.0012861595755726373,False,0.07488518917313469
30,153,0.001281037733943117,False,0.07584239562554862
31,158,0.0013052313622357588,False,0.08021119032246687
32,163,0.0013135826842884716,False,0.09100509368818338
33,168,0.0012861690631292392,True,0.23983575617562755
34,173,0.0012215998741641125,True,0.28815856958475466
35,178,0.001128369532308684,True,0.10877384786522981
36,183,0.0010191933601918892,False,0.08593571313357541
37,188,0.000907852226854971,False,0.08083453902726383
38,193,0.000807371069648554,False,0.078262724514645
39,198,0.0007284432177495896,False,0.07687475491078248
40,203,0.0006774157802709898,False,0.07613243919021824
41,208,0.000654453412653548,False,0.07581439036656012
42,213,0.0006538277510698285,False,0.07591300506259709
43,218,0.0006668734716974062,False,0.07640241892161119
44,223,0.0006853394737760857,False,0.0773327108557345
45,228,0.0007031115193173332,False,0.07885499485913659
46,233,0.0007163851806225625,False,0.08125918536994496
47,238,0.0007231783583971452,False,0.08515230423375034
48,243,0.0007227619039851611,True,0.11012402706984262
49,248,0.0007152044259642781,True,0.17136312045283425
50,253,0.0007010517633556268,True,0.4038244334472051
51,258,0.000681112984344175,True,0.5272510699933614
